Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"RL","Utilisation des terres","66","Fidji","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1827","T","Chiffre non officiel"
"RL","Utilisation des terres","67","Finlande","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","33842","A","Chiffre officiel"
"RL","Utilisation des terres","68","France","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","54908.7","A","Chiffre officiel"
"RL","Utilisation des terres","74","Gabon","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","26767","A","Chiffre officiel"
"RL","Utilisation des terres","75","Gambie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1130","A","Chiffre officiel"
"RL","Utilisation des terres","73","Géorgie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","6970","A","Chiffre officiel"
"RL","Utilisation des terres","81","Ghana","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","23854","A","Chiffre officiel"
"RL","Utilisation des terres","82","Gibraltar","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1","A","Chiffre officiel"
"RL","Utilisation des terres","84","Grèce","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","13196","A","Chiffre officiel"
"RL","Utilisation des terres","86","Grenade","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","34","A","Chiffre officiel"
"RL","Utilisation des terres","85","Groenland","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","41045","A","Chiffre officiel"
"RL","Utilisation des terres","87","Guadeloupe","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","163","A","Chiffre officiel"
"RL","Utilisation des terres","88","Guam","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","54","A","Chiffre officiel"
"RL","Utilisation des terres","89","Guatemala","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","10889","A","Chiffre officiel"
"RL","Utilisation des terres","90","Guinée","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","24586","A","Chiffre officiel"
"RL","Utilisation des terres","61","Guinée équatoriale","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","2805","A","Chiffre officiel"
"RL","Utilisation des terres","175","Guinée-Bissau","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","3613","A","Chiffre officiel"
"RL","Utilisation des terres","91","Guyana","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","21497","A","Chiffre officiel"
"RL","Utilisation des terres","69","Guyane française","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","8358","I","Valeur imputée"
"RL","Utilisation des terres","93","Haïti","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","2775","A","Chiffre officiel"
"RL","Utilisation des terres","95","Honduras","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","11249","A","Chiffre officiel"
"RL","Utilisation des terres","97","Hongrie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","9303","A","Chiffre officiel"
"RL","Utilisation des terres","264","Île de Man","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","57","A","Chiffre officiel"
"RL","Utilisation des terres","161","Île Norfolk","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","4","A","Chiffre officiel"
"RL","Utilisation des terres","259","Îles Anglo-Normandes","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","19.8","A","Chiffre officiel"
"RL","Utilisation des terres","36","Îles Caïmanes","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","26.4","A","Chiffre officiel"
"RL","Utilisation des terres","47","Îles Cook","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","24","A","Chiffre officiel"
"RL","Utilisation des terres","65","Îles Falkland (Malvinas)","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","1217","A","Chiffre officiel"
"RL","Utilisation des terres","64","Îles Féroé","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","139.6","A","Chiffre officiel"
"RL","Utilisation des terres","163","Îles Mariannes du Nord","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","46","A","Chiffre officiel"
"RL","Utilisation des terres","127","Îles Marshall","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","18","A","Chiffre officiel"
"RL","Utilisation des terres","25","Îles Salomon","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","2890","I","Valeur imputée"
"RL","Utilisation des terres","224","Îles Turques-et-Caïques","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","95","A","Chiffre officiel"
"RL","Utilisation des terres","240","Îles Vierges américaines","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","35","A","Chiffre officiel"
"RL","Utilisation des terres","239","Îles Vierges britanniques","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","15","A","Chiffre officiel"
"RL","Utilisation des terres","243","Îles Wallis-et-Futuna","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","14","A","Chiffre officiel"
"RL","Utilisation des terres","100","Inde","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","328726","A","Chiffre officiel"
"RL","Utilisation des terres","101","Indonésie","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","191093","A","Chiffre officiel"
"RL","Utilisation des terres","102","Iran (République islamique d')","5110","Superficie","6600","Superficie du pays","2013","2013","1000 ha","174515","A","Chiffre officiel"
